lca,lcq,lcp,top,left,right,bott,size,diff
"3215476654123714736257124563475631226371545362741",".......................2.5......3....3.1.4.3...4.","Oct 15 - Medium 7 x 7 [Random]","3333312","3231233","2133433","2322144","7","2"
"2765134634271554372617621543315642712743564513672","......4..42.............1..3..5.42...............","Mar 10 - Medium 7 x 7 [Random]","3122233","2221434","4235122","2324213","7","2"
"1436725312754657134627365214624135725746314652173","......531.........4.2...5....24....2.............","Sep 28 - Medium 7 x 7 [Random]","4232143","4221233","2234142","3224312","7","2"
"7641235327615417526432537416642537141635275314762","....2..3...........4..5...1...2.3...16...........","Mar 22 - Medium 7 x 7 [Random]","1223333","1223232","3442213","3433122","7","2"
"6147523175324652167347324615463215735714622465371",".1.........2....16..4.3...............1..........","Jan 02 - Medium 7 x 7 [Random]","2231253","2231334","3223132","4423413","7","2"
"4625173734265115634275417236273651431547626271345","...51.......5...6......1.2..2.....4......2.....4.","Jun 26 - Medium 7 x 7 [Random]","2242312","3142232","2412432","2214233","7","2"
"2461537462731515736243214756673514253462717152463","...1.3...2....1..3.....1..5.....1..............63","May 09 - Medium 7 x 7 [Random]","4322331","4333231","1232423","1323223","7","2"
"6517342423175673654212654137142367557462133172564",".....42...1.....6.4....5..3....3..........31.2...","Dec 14 - Medium 7 x 7 [Random]","2341233","2213422","3261233","3213323","7","2"
"2753416647253115643725341267762514332176544136725",".......6.........4..............1.3..1.........2.","Aug 23 - Medium 7 x 7 [Random]","3124432","2243123","2421542","2442142","7","2"
"2134657541237667412351527463736514246537213276514",".........1.3......23.1....6...6..................","Feb 13 - Medium 7 x 7 [Random]","4342221","5223132","1223534","3312254","7","2"
"1654732234517664172534761325357246151236477236514",".....32..4........2.....1...3..2....1..6....3....","Jul 20 - Medium 7 x 7 [Random]","4233123","3522331","3233314","1322342","7","2"
"3421576276435151736421356427763521462471354512763","............5....3642................4..3.4.1....","Nov 02 - Medium 7 x 7 [Random]","3234312","4225123","2441423","3342123","7","2"
"3417652653217413742652165347764352157214364256713","3.............1...2.5...5.....43.................","Apr 07 - Medium 7 x 7 [Random]","3431224","3233124","4231522","3232153","7","2"
"6435271472135675641325217643135642721735643642715","......1..21....5.......1..4..3...................","Apr 26 - Medium 7 x 7 [Random]","2232413","2212523","2254132","3224132","7","2"
"2347615573412672635413175264651247346517321426357","......5...4....2.3.............2.....5..3..4.....","Aug 04 - Medium 7 x 7 [Random]","3231253","4212234","3253231","4332221","7","2"
"6417523237645151436727624135453271612653473751264","..1........45..1.3....6.....4.......26.......1...","Nov 06 - Medium 7 x 7 [Random]","2321334","2331342","3423213","3134322","7","2"
"5167342162475342765316732415345162723451767513264",".1...4....4............32......1.2.........5.....","Oct 06 - Medium 7 x 7 [Random]","3321234","3322551","3352123","1244323","7","2"
"4521637347215613652742736415625734151437627614523",".......3.............2.3.4..62..3.1...........5..","Aug 10 - Medium 7 x 7 [Random]","3225231","4342221","1223334","1252234","7","2"
"6742315256413734756214153762163725452164737321546","..4..1.........4..62....3...1....5..2............","Jan 22 - Medium 7 x 7 [Random]","2134342","2433331","2143322","1343222","7","2"
"3567142642573172314564712563267431551436271356274","........4.5..........4..........31......2..3.....","Oct 13 - Medium 7 x 7 [Random]","3221243","4212335","3323212","3322312","7","2"
"2756314527416346352716312745346152715476327123456","..........41..4.3...1..1.........2...4...2.....5.","Oct 05 - Medium 7 x 7 [Random]","4122233","2232431","3322142","1442322","7","2"
"3162745147356273561245647231472135662154732534617","....................4..4..31..2.3.....5...2......","Feb 23 - Medium 7 x 7 [Random]","2424133","3313224","2333221","3243221","7","2"
"5372416716423564251733751624154736242367512613547","...........2..64........1.24.........3......1..4.","Jan 24 - Medium 7 x 7 [Random]","2314332","2122333","2323331","4263241","7","2"
"1623574614723532154677456321256471357316424372156","1.....4..4.2.5..........6.............16...3.....","Dec 28 - Medium 7 x 7 [Random]","3252213","3241422","2215242","3214332","7","2"
"5734126612345724516731672534351674242673157345261","............5...5...3...2..4..1...............2..","Jan 04 - Medium 7 x 7 [Random]","3133432","2253431","2123323","1432323","7","2"
"6543712436257114753265721463315624772146352637154","..4..1.4..2...14................2......6.......5.","Sep 24 - Medium 7 x 7 [Random]","2234123","2332413","2223133","2231333","7","2"
"5627134345126727634514135672654271372163451374526",".....3.3...2.....3....1.......4.......6..........","Jun 22 - Medium 7 x 7 [Random]","3241532","3524213","2142232","2313232","7","2"
"3175246146752362137544352671762413525314675746312",".........6..........4.3........41...53.......6.1.","Jan 18 - Medium 7 x 7 [Random]","3412332","2424142","2332314","2142432","7","2"
"2146753567234142156376431572135742637642157523164","..4..5....2.4...1.......15...3...2....4..........","Jan 06 - Medium 7 x 7 [Random]","4322122","4342421","3312233","1233624","7","2"
"1564723564237137562144123657723146564175322375146",".....235........5.....1..6....3..6......3........","Mar 08 - Medium 7 x 7 [Random]","3323123","4323123","2231342","3312432","7","2"
"6512473316724542756312654317743615253217641743526","...2.....6....4......2.54....4..1........4....5..","Jan 08 - Medium 7 x 7 [Random]","2332313","2323122","2241432","3133232","7","2"
"2571436312657473456216412357165374242371655764213",".............4...5....41.....6.3.........5...4...","Jan 29 - Medium 7 x 7 [Random]","3313422","3312322","2241334","3122233","7","2"
"3274165574361243567211625437751234661372542461573","....1..5.4......5..211..........3.......5........","Jun 09 - Medium 7 x 7 [Random]","3213322","2243124","3331232","3422214","7","2"
"3745621152436753671427412536213647546712536253714","...5.2..5.......6.1.....2.3.....4..4.............","Nov 09 - Medium 7 x 7 [Random]","3132232","2431432","4132232","2323134","7","2"
"5247136651374221653744356217743162536724511724563","....1..........1....4.3.6....43....3..2........6.","Dec 18 - Medium 7 x 7 [Random]","3431232","2234132","2321333","3123323","7","2"
"1625743357146262475312134675431625774531265762314","...........4.2.2...3...34............5.........1.","Aug 30 - Medium 7 x 7 [Random]","4222133","3325312","3342123","2124343","7","2"
"1376542765213457432616425317213475645176233261475",".........52..............3.....4.....1.6...2.....","Oct 14 - Medium 7 x 7 [Random]","2312233","3122433","5431232","4322313","7","2"
"3275416542673141536722341567673412576123541567243",".............1..........1........2...12........4.","Sep 11 - Medium 7 x 7 [Random]","4313232","2346214","2321243","2321544","7","2"
"1572463721563436541722136745546132743275166743251","........2.......5.1....3.......13....2...6.......","Aug 06 - Medium 7 x 7 [Random]","2314324","3134322","3322123","2132323","7","2"
"1264375215673447321567421563367542165132475347612","......52..6.....3.......1.......4....1.....3.....","Mar 05 - Medium 7 x 7 [Random]","4223213","4421322","2223513","3421242","7","2"
"3426175461325713475266735412725136451726432564731","......5..1..5..3.........4....51..........2......","May 27 - Medium 7 x 7 [Random]","4342512","4342124","2124343","3223145","7","2"
"2346175573461216524377213546317526464217534567321","....1......6....5.4.....3......5....42...........","Jul 08 - Medium 7 x 7 [Random]","3232312","5231224","2312334","3321245","7","2"
"1263475732615435146275472316415726367315422645731",".2..4..........51....5....1......63....5..2......","Nov 11 - Medium 7 x 7 [Random]","2423312","4142323","2412343","3232145","7","2"
"5627413247356172361546145327471263535617421354276","....41....3........5..1.........6..3.....21..4...","Jul 26 - Medium 7 x 7 [Random]","2221433","3312244","3341332","5334212","7","2"
"1472635564127373245613567412271534661537244236157",".....3.5...2....24.............5..6...3..4..3....","Aug 25 - Medium 7 x 7 [Random]","3313223","3314223","3233221","3242231","7","2"
"6472315431576215632472146573573412636274517251634","...2....3.5....5...4.2......5..4.........1.......","Mar 04 - Medium 7 x 7 [Random]","2314232","2344231","2312233","1332233","7","2"
"1354267473261531675246275431561374225413767426153","1........32...3...5......4....1...............1..","Apr 13 - Medium 7 x 7 [Random]","4232321","5232331","1335324","1432323","7","2"
"7241356132576427641356473512451627331526475637421","....3.........2..4....4...........3..52........2.","Sep 03 - Medium 7 x 7 [Random]","1334232","1422443","2333214","3231332","7","2"
"5276431134572636512746423517251764347321657164352",".2..........2.....2.....35...............5.....5.","Feb 11 - Medium 7 x 7 [Random]","3412223","2532321","5221434","1222333","7","2"
"5346712426753164132753571426175236476251432134657",".34...............2.......2....2...........1.4...","Mar 18 - Medium 7 x 7 [Random]","3432134","3323215","2422351","2333231","7","2"
"7425613261735442315761356247657342131427655764132","...........35..2..........4..........4....5...1..","Feb 16 - Medium 7 x 7 [Random]","1342234","1335232","3321435","3123233","7","2"
"1524376763142562435175372164216574334176524756231","1..4...........24..1.....1.........3..........2..","Feb 19 - Medium 7 x 7 [Random]","2343412","3122332","2313344","4132345","7","2"
"1576324713546262431755412637362475127615434357216","1........3...2.........1.....62....2....4..3.....","Aug 28 - Medium 7 x 7 [Random]","2312433","3123323","3321352","4231342","7","2"
"4367125542376137162541245376267154361524377534612","....1....23........54.......2........5.........1.","Dec 24 - Medium 7 x 7 [Random]","4321233","3225321","2342413","1334242","7","2"
"5631742751263431574261764253247356143261756245317","...1....5......................35...32......4..1.","May 06 - Medium 7 x 7 [Random]","2243144","3132332","3324321","2423421","7","2"
"3572146413762512654372451763734625167235145614372","3........3.6......4...4.1........................","Aug 03 - Medium 7 x 7 [Random]","3212332","3244123","2313432","3263313","7","2"
"3614725732516442765315132647146735265412732753416","3...........6.....5....32....4....2..4...........","Nov 16 - Medium 7 x 7 [Random]","2234132","3123422","2351322","3132322","7","2"
"2761345634572142165737523614567413231524671437256",".........45......6.....2........13.....4..1......","Dec 08 - Medium 7 x 7 [Random]","3124222","2231343","3323412","4331432","7","2"
"3416257167234525476137365124573146262547314123576","..1..........5..4.6......1....3.........31....5..","Jan 17 - Medium 7 x 7 [Random]","2322431","4331223","1234332","3344212","7","2"
"1456732631425745723615123674764512327315463267415","......2..1..5........5.......6.........5...2..4..","Apr 01 - Medium 7 x 7 [Random]","3422142","5233123","3132422","2221433","7","2"
"2157463176534263425175624731357612474312564213675",".1..4.......4..........2....3...1....31......3...","Jan 01 - Medium 7 x 7 [Random]","3231322","3223313","3513322","2533213","7","2"
"3267415473256125137467654123547163213462576125374",".....154.3..............4....4.1......6.....2....","Jun 29 - Medium 7 x 7 [Random]","3221333","3231252","2325412","2533312","7","2"
"2743615325617471254634617352137452654627316531247","......53........2.4..4......1.......4........1.4.","Nov 25 - Medium 7 x 7 [Random]","3133223","2413332","3233231","2334241","7","2"
"2357416142536736147254276153514367275612346732541","........4..36...1.........5..14...2.561..........","Apr 14 - Medium 7 x 7 [Random]","5421232","4532312","2124234","2134324","7","2"
"7654213174356242617355176324342517663124572537641","....2.....3..2..61.......3.4...........4.........","Jan 30 - Medium 7 x 7 [Random]","1233334","1232423","5323214","3221232","7","2"
"5462317132746562541734631752751324627465313175624","........3............4....52.5.32....4..3......2.","Feb 18 - Medium 7 x 7 [Random]","3322331","3323122","1323253","2213253","7","2"
"2561473371654261543275423761437261572451361637254","25.......1........32........4........4..3.......4","Apr 30 - Medium 7 x 7 [Random]","4223312","4222213","2513323","2231333","7","2"
"5312476126735467415232456731763421531256474573162",".........6......41.........1.....................","Mar 31 - Medium 7 x 7 [Random]","3232312","2425143","2333313","2314322","7","2"
"4763152137452621453677521634365274154162736237415",".....5....4...2.45.....2..3.......1......3..3.4..","Sep 23 - Medium 7 x 7 [Random]","2125433","2351332","4213322","2431222","7","2"
"3472651412376552364177641532156427367153242357146","...............2..4.....1...1..4..3..............","Oct 27 - Medium 7 x 7 [Random]","4314233","3231424","4315232","3231422","7","2"
"6753241421673523451671467352512467376325143571426","....2............5.......3....2.6.......1......2.","Aug 21 - Medium 7 x 7 [Random]","2133233","2364313","4213242","2314422","7","2"
"6214375354716223715467123654163542754627134756231",".2.......4.1.....1.4...........54........34......","Sep 18 - Medium 7 x 7 [Random]","2432413","2331332","2324124","3132243","7","2"
"4532617312576426741535246371146753267132457351426","..3..1..1....4.6....3....3.............24........","Nov 05 - Medium 7 x 7 [Random]","4324231","4333421","1332422","1233332","7","2"
"5243761312645776143256572134246751317356424351276","..4......264.............13...6..........24......","Oct 24 - Medium 7 x 7 [Random]","2323122","2312423","3132342","3233312","7","2"
"4263715763542153741623517246145267321465376721354","...3.15..........4....51..4...5.......6.......3..","Nov 24 - Medium 7 x 7 [Random]","2323143","3123542","2632213","2143422","7","2"
"2765314352146713546726417523517324676421354236751","2.......52.....................3.......1.......5.","Jul 16 - Medium 7 x 7 [Random]","4122432","2452213","4123233","2332124","7","2"
"3527641167523447615236254317241375673421655136472","...........2........3.2..3.......5...4........4..","Feb 24 - Medium 7 x 7 [Random]","4321243","3322313","4341232","2452214","7","2"
"7354261462317531426571736524526174325174366475312","....2...62................2....1..3....4.....5...","Apr 05 - Medium 7 x 7 [Random]","1333323","1342332","3214324","2312353","7","2"
"2734561547613263217543517426125364776423154165273","2............2...1.............3.4......1.4......","Dec 05 - Medium 7 x 7 [Random]","4123225","2223513","3432132","2322413","7","2"
"7615324314725623615474732615527416314567326523471",".....2.............4...3.6...2.....1.....2.5..4..","Jun 20 - Medium 7 x 7 [Random]","1242443","1342252","4213332","2233215","7","2"
"6375214561432735426712761543412673512374567453162","....21.........5...........3..26.......45.....1..","Dec 13 - Medium 7 x 7 [Random]","2313432","2342341","3125223","1232323","7","2"
"2136754561247315632473427561427163567543127345126",".....5............2..342..............4.1.....1..","Apr 25 - Medium 7 x 7 [Random]","4332122","4343221","3213352","1232442","7","2"
"3256174741263545317621745326216345763275415674213","3...1....1.....5.1.6.....3.......5......4.5...2..","Feb 03 - Medium 7 x 7 [Random]","2432314","4132323","2332143","3212352","7","2"
"6412375724351631267545764132453162723574611675243",".4.......4......2..5..........3....2......1..5...","Jan 26 - Medium 7 x 7 [Random]","2244313","2132443","2235134","5212432","7","2"
"1536427536127472435616752143467531231247562417635","..3.......1......3.....5.1................24.....","Apr 28 - Medium 7 x 7 [Random]","3232321","4312333","1234423","5331243","7","2"
"6243157567132425346713415762435721617264357162543","..4....................15...4.5.......6....1....3","Nov 20 - Medium 7 x 7 [Random]","2324421","2344321","1223235","1223234","7","2"
"6217453352416756732414135726175263473465122461375",".2.....3.......6..2....3......5..3...4.......1...","Mar 28 - Medium 7 x 7 [Random]","2431232","2433214","3132342","2223413","7","2"
"2316745527431671526344721563654312734672511635472","2.................63...21.....................4..","Nov 10 - Medium 7 x 7 [Random]","3222133","4212243","2233132","4232412","7","2"
"2743561413675264572137521346367512413624755214637",".......4........5..1....1...3.....41.6......1....","Aug 01 - Medium 7 x 7 [Random]","4133225","2321343","3322321","2433221","7","2"
"5214763612543724371564763521364127573526141576342","..........54...4............3..1....3.....1.....2","Nov 14 - Medium 7 x 7 [Random]","3353122","2232313","3125234","2312325","7","2"
"2341765427615314652375624371671354275326143157426",".3......2..1......2...6........3..2.....14.......","Jul 09 - Medium 7 x 7 [Random]","5423122","4243213","3412432","2331332","7","2"
"3617425156237464352175726143435176221745367243651","..1............4.5......6.....5...22.........36..","Apr 15 - Medium 7 x 7 [Random]","3231222","3422321","2214324","1324233","7","2"
"5712634167425371263453257461436152765431722435716","..1...4...4.....2.3.............5....4.....4.....","Mar 12 - Medium 7 x 7 [Random]","2124243","2313324","3333122","3442122","7","2"
"5132674326714514267537341562657432127534164615237","...........1........3.3..56........2..3........3.","Jun 24 - Medium 7 x 7 [Random]","2532214","3341223","2233521","3233431","7","2"
"5712346314765212734652465173735621465247314631527","............52....4..24.5.......2...5...3...31...","Feb 09 - Medium 7 x 7 [Random]","2132342","2334123","2432331","3244231","7","2"
"1753426653471273621543641275412653752176432475361","...3......4..2....1...64.....1.65.........2.....1","Aug 22 - Medium 7 x 7 [Random]","3134232","2213323","2242143","3312323","7","2"
"5241376765341265347214175263372614514625372317654","...........4.........41...6.......5...25.........","Dec 19 - Medium 7 x 7 [Random]","2336312","2122243","2533314","5331232","7","2"
"2413567732564147563121567423613427532417565672134","..1................1..5......13....3......5....3.","Mar 29 - Medium 7 x 7 [Random]","2254321","5124233","1443222","3213233","7","2"
"5672431134572642361757461352312456765172432753614","...2.3................4..3...1.4....51....2......","Feb 12 - Medium 7 x 7 [Random]","2214223","3531522","4224133","3132242","7","2"
"3567241734561214263752754163613245742715365613724","3..........6.21...3.....4.....3.....2...3........","Nov 21 - Medium 7 x 7 [Random]","2221324","4142223","3323122","3224153","7","2"
"3746215465273123154676574123123754651236747461352","..4......5..3.2...........2.........1.3......13..","Dec 01 - Medium 7 x 7 [Random]","4132242","2352431","3313224","1423324","7","2"
"7216543145372661743525342617463127527654313527164","..1..........6...4....3.....4..1.........1....1..","Oct 11 - Medium 7 x 7 [Random]","1432233","1423323","5231263","5231423","7","2"
"7213564135624765741322645713416237537214565437621","....5.......4......3..........6.3.....1....4.....","Jul 10 - Medium 7 x 7 [Random]","1533222","1523322","3142224","3231233","7","2"
"6754123564723135724162361574123674574153624123657",".........4.......2......1...........4..........5.","Jul 03 - Medium 7 x 7 [Random]","2122533","2334513","4322231","2544231","7","2"
"3657421632451727613451546273513276474136524275136","..5.4.....45.........1.4............4.3....2...3.","Oct 08 - Medium 7 x 7 [Random]","3231332","3224212","4132342","2413342","7","2"
"6715342432167552764131564237263715434527617143526","....3....2...5.....1.1....3..6......4.2..........","Sep 14 - Medium 7 x 7 [Random]","2133323","2324341","4241332","1442232","7","2"
"1257634234517675142636732451362154741637255476312","1........4.......4..3.........2.5................","Dec 30 - Medium 7 x 7 [Random]","3431223","4512332","3233124","3312263","7","2"
"2416357516327413247657532641375142646751326247513","..1..5.....2.4..........2......1......5.3.......3","Oct 07 - Medium 7 x 7 [Random]","3332221","4341232","1234243","2321353","7","2"
"2647153152367447362156351742547236172154363164527",".6......52........2.....1.4.....3.1..1......6....","Jan 09 - Medium 7 x 7 [Random]","4231325","3422213","3233321","2424241","7","2"
"6374512123765445263712713465516274374512363645127","......2......4....3......4..5.6......51...3......","May 14 - Medium 7 x 7 [Random]","2312335","2442313","3423321","2243351","7","2"
"6432571327416525167344765312162745373512465143627","...2.......1...5.....4........2......5....5......","Mar 20 - Medium 7 x 7 [Random]","2324214","2242313","2325321","2442251","7","2"
"2654713437612557236417561234143256761453723217456","..5....4...1.5.....4...61.3...3.............1....","Sep 09 - Medium 7 x 7 [Random]","4223153","3221522","2343122","3441422","7","2"
"1672534245736163214755734216721564335461274163752","...............3..4.5.....1....5..3.5.....4.....2","Dec 15 - Medium 7 x 7 [Random]","4212334","3422143","3322413","2323122","7","2"
"6145723756134213524765237614247653137241654613257",".14.......13.........5.............3...........5.","May 22 - Medium 7 x 7 [Random]","2332133","2142323","2423531","3234431","7","2"
"6132745752163443172563256417576412326435711475362","...2....5................41......2.2..3....4..3..","Sep 01 - Medium 7 x 7 [Random]","2342133","2124233","2321423","4313423","7","2"
"5246173371524621674356354712457236176315241423657",".2..1.....5.......43......1..5.........5.4142....","Sep 07 - Medium 7 x 7 [Random]","3232413","3232314","2222341","2333231","7","2"
"3527614175243653417624673521716425362351472416375","..2...4........3....2...35...1.4.................","Mar 11 - Medium 7 x 7 [Random]","3231243","3223124","3234412","3342312","7","2"
"3542671215476376153425437216176352443261576271435","..4....2..4.......3....3.2.......2...........1...","May 05 - Medium 7 x 7 [Random]","2344214","4312232","2352412","2313342","7","2"
"6453217174536273146253267451567213425317464126573",".....1.........3.4...3.6....5.........1.......5..","Jun 06 - Medium 7 x 7 [Random]","2233431","2213333","1333222","3432213","7","2"
"4163572641532757426131236754365724173241652571436","4...............4...3.....5............1...5...3.","May 07 - Medium 7 x 7 [Random]","3324312","3225313","2133332","2313232","7","2"
"5472631753142616452734217365315674227631546324517","5.......5.......4.2..............42...3..........","Jul 07 - Medium 7 x 7 [Random]","2413223","2132422","4223341","2233241","7","2"
"1546237741532632645715372614472316561374522651743","........4......2.4....3.2.......1.5..........1...","Oct 22 - Medium 7 x 7 [Random]","2232521","4132223","1223333","3222144","7","2"
"7645231245617342136573162745173456265273145371426","....23....6....................45.......1....1.2.","Sep 27 - Medium 7 x 7 [Random]","1243323","1533222","5212322","3312332","7","2"
"1427365476512323164576273541754123651346723652714","1......4.6.1...3......2..5....4..................","Jul 05 - Medium 7 x 7 [Random]","4231522","3242133","3414222","3224123","7","2"
"6452173716523432164571523746473156256473212374615","......3.....3....6....5.....4..1........2.2.....5","Jun 19 - Medium 7 x 7 [Random]","2334413","2133233","2412343","3312243","7","2"
"7152436123675464253712643517537416245176233761245","............5........2..351.....1....1...........","Jan 19 - Medium 7 x 7 [Random]","1523232","1523232","2321333","5122332","7","2"
"6725314764125331627454317526253467112534675476132","..2............................4......3......6...","Jun 04 - Hard 7 x 7 <small>[12 Clues]</small> [Random]","0042204","0032450","3400000","2400000","7","3"
"1435267572614335416727254316261375461724354367521","...........1...5....2.2..........5...............","Sep 28 - Hard 7 x 7 <small>[11 Clues]</small> [Random]","0040301","0040303","0400004","3301000","7","3"
"4671352516327472345612516437374261513257466457123","...........2.........2.1.............2.....4.....","May 15 - Hard 7 x 7 <small>[15 Clues]</small> [Random]","3205420","0300240","3030302","0030043","7","3"
"1367425315274627415634236157752361456742316415372","1........5..4......................5.....1.4.....","Jun 21 - Hard 7 x 7 <small>[11 Clues]</small> [Random]","4001000","0023030","2230000","0003310","7","3"
"5367214471652324713657243651652413731527461635472","..................3.......5........3............2","Aug 07 - Hard 7 x 7 <small>[15 Clues]</small> [Random]","2220443","0031200","0430020","4030200","7","3"
"2374156475263151362477415362164372565274133261574","2.........2....1...........2.....................","Jul 01 - Hard 7 x 7 <small>[13 Clues]</small> [Random]","4010030","0000323","0403230","0020210","7","3"
"4726351243176562135471352476356721476451325174623","..2.......1.............2....5..................3","Mar 02 - Hard 7 x 7 <small>[12 Clues]</small> [Random]","0052203","0304000","4000050","0303204","7","3"
"1637245524136723541763765412412675364735217512634","..............2..4..........................1....","Aug 31 - Hard 7 x 7 <small>[17 Clues]</small> [Random]","4251400","0340320","2005343","0200033","7","3"
"3612574532714625746317436215425136717634526145723","...2...........5....1....21........1.6.4.........","Apr 30 - Hard 7 x 7 <small>[11 Clues]</small> [Random]","0030310","0200402","0240102","0003000","7","3"
"7652413243156741236753265741654713213762545714326",".........3....4...............................3..","May 31 - Hard 7 x 7 <small>[14 Clues]</small> [Random]","0204000","0533030","5103042","0003230","7","3"
"7561342543261767254312653174317452643172651246753",".................5......3........................","Dec 29 - Hard 7 x 7 <small>[16 Clues]</small> [Random]","0220320","0300225","4150033","4402000","7","3"
"4726513531746276521346135247246137515437263274651",".............2...2..............3................","Jan 29 - Hard 7 x 7 <small>[15 Clues]</small> [Random]","0040233","2202400","0040204","3403003","7","3"
"2673451153627437146255342716642153742571637165342",".........3.........2..3........1.................","Mar 22 - Hard 7 x 7 <small>[13 Clues]</small> [Random]","5203305","0000030","3200030","0420303","7","3"
"5326741745123645136271267354673241526451733174562",".3..............1..2.......4.................4...","May 07 - Hard 7 x 7 <small>[12 Clues]</small> [Random]","0440103","0044000","0000200","3303320","7","3"
"3716524123746556412377462351235417645736126125743",".........................3.......................","Aug 15 - Hard 7 x 7 <small>[16 Clues]</small> [Random]","3050030","0400432","4314030","0402103","7","3"
"5762413452367113462572457136613572472143653671542","...2.................24................3.........","Apr 20 - Hard 7 x 7 <small>[14 Clues]</small> [Random]","3004302","0050200","4010200","0204234","7","3"
"5276134472365136175421354276643271571654232541367","....1.....3.....1.......................2.2......","Apr 02 - Hard 7 x 7 <small>[13 Clues]</small> [Random]","3200303","2034200","0440000","0300320","7","3"
"3267415735614217453265674231243165761235744512763",".............2......................1............","May 01 - Hard 7 x 7 <small>[15 Clues]</small> [Random]","0300300","3103420","2024000","0346023","7","3"
"3216745567143261472537425361275361413645274532176","......5.....3..1....3......12...............3....","Aug 14 - Hard 7 x 7 <small>[11 Clues]</small> [Random]","0300042","3020043","2400000","2004000","7","3"
"4512637143675223671457153426364527152713646724513","..............2...........2.......1.........2....","Aug 06 - Hard 7 x 7 <small>[14 Clues]</small> [Random]","2303030","4440020","0022203","0000034","7","3"
"4167235734512624163571532674675341232745615621743","...........1........................2........1...","May 26 - Hard 7 x 7 <small>[15 Clues]</small> [Random]","0500430","3044023","0202403","3004003","7","3"
"2736415547136213675247645231652314732147564152673","...........3..1...............23.................","May 22 - Hard 7 x 7 <small>[15 Clues]</small> [Random]","0020332","0200034","3005100","0534013","7","3"
"6134572165732452436173425761756124327164354372156","...........32..2.3..............2....1...........","Apr 12 - Hard 7 x 7 <small>[12 Clues]</small> [Random]","0000003","2004100","0003430","2003332","7","3"
"4752613214753654763211623754731426535614726235147","....6.......3..4.....1......................3....","Jul 11 - Hard 7 x 7 <small>[14 Clues]</small> [Random]","3002053","0023040","0053320","0403300","7","3"
"3475126415763273425615726314156427326317456213457","3...................1.....1..5........1......3...","Apr 25 - Hard 7 x 7 <small>[13 Clues]</small> [Random]","3200042","0302430","0430001","0044000","7","3"
"7451623563217463274153245761271453641632571576342","....6....3........4........12....................","Mar 10 - Hard 7 x 7 <small>[12 Clues]</small> [Random]","0303005","0004200","3000000","4212340","7","3"
"5724163251643773652413642715413752664713521253674","...........4........13.4............4..3.....3...","Jan 13 - Hard 7 x 7 <small>[11 Clues]</small> [Random]","0130322","0403005","0050030","3000000","7","3"
"3642175435176261275347235641256341714762535714326","....1..............3.......1...3.1...............","Dec 01 - Hard 7 x 7 <small>[14 Clues]</small> [Random]","4202202","0300432","0034040","0003400","7","3"
"4563721324157617342657615432637215454263172157643",".....2............2..............................","Aug 19 - Hard 7 x 7 <small>[12 Clues]</small> [Random]","2000000","4400030","3006014","0420240","7","3"
"3276145436752156142372735614652147371423561453762",".2........................14.....................","Sep 13 - Hard 7 x 7 <small>[15 Clues]</small> [Random]","0400420","2302204","3410023","0033000","7","3"
"5631274127634564275313754612216345743157267542163","5..1...1................................2.......3","Aug 29 - Hard 7 x 7 <small>[14 Clues]</small> [Random]","0200513","0302330","0340100","0230020","7","3"
"2731465634275172156434567312345612751742361623574","2...............................1...1...........4","Feb 19 - Hard 7 x 7 <small>[10 Clues]</small> [Random]","0044020","0000500","0340000","3204010","7","3"
"5341627741625317253644672531215347635647126237145","..4...............3.......3....3.7.......2.......","Aug 27 - Hard 7 x 7 <small>[11 Clues]</small> [Random]","0320040","3003340","0004002","0001020","7","3"
"5142763321645717253466437215236157476541324573621","...2.......4.............2.......................","May 03 - Hard 7 x 7 <small>[12 Clues]</small> [Random]","3330000","0320003","3000260","0003036","7","3"
"4572631126437523157463641527742615367534125137264","...............3..........2..4..........1........","Jul 23 - Hard 7 x 7 <small>[13 Clues]</small> [Random]","2305024","3400100","4000040","3040400","7","3"
"5423761375421626713544562173134562772164356137542","..............2............3.....................","Aug 18 - Hard 7 x 7 <small>[12 Clues]</small> [Random]","0035103","2004600","3000004","0601020","7","3"
"2376541761423552613741543762642715337524164135627","2........1........3.4.................2..........","Feb 16 - Hard 7 x 7 <small>[14 Clues]</small> [Random]","0300024","0103004","5003301","3240040","7","3"
"4317652615274356713241723465254613734652717234516",".................1.............61..3.............","Nov 04 - Hard 7 x 7 <small>[13 Clues]</small> [Random]","3330035","2000000","0320022","0400202","7","3"
"7316452216437546571231245637357126454327166723541",".......2............3.................2.....2....","Dec 16 - Hard 7 x 7 <small>[15 Clues]</small> [Random]","0330300","0336020","4220004","2033030","7","3"
"4167235371254664317521354627527346176253142546173",".........1.....43..............3.................","Feb 24 - Hard 7 x 7 <small>[13 Clues]</small> [Random]","0000350","3005210","2030040","0022503","7","3"
"3174265241375642561377532614562147313675426745321","........4......2........2........................","May 05 - Hard 7 x 7 <small>[12 Clues]</small> [Random]","3513003","0340040","0003000","0000435","7","3"
"6517324715364212457633762415247653146312575324176",".........................4.................3..1..","Oct 19 - Hard 7 x 7 <small>[15 Clues]</small> [Random]","0241003","0150302","0433502","0030400","7","3"
"5314627146357236712457132456625731427451634526731",".............2...1.4..1..........................","Jun 27 - Hard 7 x 7 <small>[13 Clues]</small> [Random]","0002200","3400204","0220233","0040005","7","3"
